      21     -31
     -63     -25
     -44      17
     -19      40
       5      13
      48     -16
     -12      35
      54      34
      20       5
      50      24
       5      18
     -28     -42
     -63      32
       7     -28
      35     -26
     -12       8
     -23     -13
     -13      -6
     -47      25
     -21      45
      -8      -8
       2      14
      -3     -10
      26      10
       5      19
      77     -26
      13      12
      77      26
     -31       4
      22      74
     -11     -26
      26     -31
      25     -75
     -93      39
     -57      37
     -61      -3
      17      38
      63       8
     -14      12
      35       5
      23      19
     -45       4
      17     119
     -32     -50
      65     -79
      -1     -49
      70     -47
     -19     -94
      -7     -14
      -9      30
      23      14
      17      18
      32     -25
      76       6
      52     -70
     -55     -32
     -99     -35
      38      22
     -78      -1
       3     -49
       2       0
      95     -29
      -3     -28
     -22      37
      10       5
      10      17
       3      38
     -26       8
     -52      24
      14      29
     -57      50
     -44      20
      57      60
     -18       1
      -6      -2
      38      73
     -13     -22
      44       0
     -15      39
      43       6
      27      60
      -9      44
     -37      12
     -45     -33
     -12      24
     -19     -59
     -17      10
      42      34
     -13       9
      49      38
     -23      87
      41      39
     -22      11
       8      27
      41      18
     -18     -56
     -19     -18
      85      52
      41      -2
     -18      25
      28     -43
     -15       3
      30      26
      60     -58
     -68      15
      44      -8
      62     -40
       2      -2
      75     -81
       7     -91
     -53     -50
     -42      -7
     -50      29
     -74      24
      12     -48
     -68     -65
       5     -47
      34     -60
       0       3
       4     -18
     -16     -16
     -63     -58
      -2      33
      41      19
      74      -4
     -18      44
     -69     -37
       7      18
      16      15
     -10      15
     -49     -31
      86      14
    -101     -22
     -22     -38
     -56     -51
     -27      44
      14     -36
       6      -7
     -30     -52
      33     -13
      27    -128
      28     -46
     -18     -61
      45     -43
      28      -9
     107     -14
      45      83
      49     -24
       2     -11
     -55     -67
     -16     -20
     -32     -57
     -24       1
      24      36
     -24      17
     -38     -30
     -17     -70
      -7      62
      17      87
     -41       5
      14     -42
       3      51
      57     -25
      -9     -20
      -6      38
     -50     -59
     -59     -83
      13      18
     -11      17
      21       4
     -38      21
      81      46
       5      41
      45     -24
     -10      35
       7      12
     -22      27
     -51      -3
      28      23
     -15     -54
       2      47
     -34     -42
     -66     -78
       7      59
      -3      -3
      51      19
      34     -15
      45     -44
     -32    -128
     -40      27
     -54     -12
      21      -8
     119      17
      31     -61
     -33     -31
      36      49
     -48      26
     -61     -55
      31     -94
     -33     -24
      13       9
      60      40
      17       4
      40     -48
     -69      13
      28     -50
      91     -41
      23     -28
     -66     -52
      -9     -12
     -21     -38
      16     -12
      18     -20
      17     -17
     -16     -21
     -26      53
     -25      26
      36       3
     -79     -63
      -9     -69
      12     -84
     -28     111
      20      41
      -3      11
     -40     -42
       7     -49
     -11      23
     -17      67
     -30     -72
       3     -19
     -79      -4
     -17     -85
     -23      36
     -39     -18
      28      82
     -31     -17
      23      17
      42     -49
      -7     -27
     -50     -13
      17     -30
      56      36
     -25     -30
      19     -20
     -22      38
       4      19
      51      38
       5      22
     -44     -17
     -37     -22
      -7      34
      -8     -29
     -37      51
       8      34
      54      12
     -11       0
      -9      16
     -94     127
     -33      -5
     -59     -66
     -16      82
      22      26
      65     -28
      77     112
      -5      24
     -14      13
      35     -33
      21     -45
      33     -75
      33     -18
     -63     -45
      23      28
      -4     -14
     -32      75
     -30      64
      55       7
     -35     -12
     -53      49
       9     -49
      86      29
       1     -29
      13     -17
     -40     -29
      71      25
       5     -33
      23     -45
     -41      24
      36     -18
      17      15
     -49     -15
       2      12
     -19    -109
       5      20
     -11      79
      -8      44
     -44      39
     -14     -10
      33       8
      74      10
     -50       4
     101     -35
      65     -15
       7      -7
     -21     -43
      36      34
     108      -5
     -56      24
       5     -41
     -62     -70
      56      32
      60      51
     -71      70
      83     -65
     -46     -57
      10     -63
      47      -2
       6     -26
      98      56
     117     -62
       6     -74
     -81       9
     -16      51
     -36     -34
     -33     -54
     -48      -6
       3     -70
      90       1
     -31      35
     -12       9
      50     -81
      52     -23
      21     -13
      44      77
      37      39
     -16      -2
      18      56
     -13     -45
     -38     -15
      27      60
       3      64
      -8      31
      12      21
      42     -25
      17      32
       8     -35
      12      25
       2      12
     -33      49
      34     -18
      60      27
     -23      34
      82     -38
      -8       7
     -10      68
     -38       5
     -34     -13
     -41      19
      15     -12
      68      19
      23      -6
      36      -1
      57      20
    -107      58
      -7      19
      15      70
      31     -87
     -56     -19
      10      31
     -36      98
     -54       7
      26     -92
      26      72
      12      55
      17     -25
     -37       9
     -21      33
      -5      16
     -29      30
      14      -5
     101      -2
     -21       4
      28     -34
     -44      61
      57       0
     -41      29
       9     -36
     -26     -46
      22      -4
       0     -11
      -2      51
     126      26
     -27      23
      -2     -62
     114     -41
     -49       9
      24     -15
     -46      55
      44      57
      14     -25
      28      37
     -12      60
      10      14
      63      69
     -97      45
     -70       9
      18      37
     -28       8
     -13     -18
     -64      15
     -39       2
     -17     -16
     -31      76
     -37       9
     -18     116
     -40     -13
      57      24
     -42      68
      78     116
     -16      13
     -62     -34
     -26      34
      40     -56
      45     -12
       7      12
      12      64
      27      61
     -62      -1
     -25      39
     -78     -14
     -19      28
      41      82
     -1984      1600
     -5285      -469
     -1702      -413
     -1371      -528
        29      -102
      -701        32
      -540      2164
     -2135      -408
       452      5711
       964      1374
      1171     -1003
     -1144     -1105
      1106      2053
     -1650      1052
     -1070       953
      1204      -282
        48       584
      -934      -503
       178     -1486
       785     -1163
      -481      -253
      1939      2286
      1374     -1189
      -149      3482
      1867      1046
      2049       785
      1532      -811
      -777     -2688
      -371     -1361
      1001       824
      -687      -592
       945      3023
      2224       464
      1633     -1594
     -2434      -680
       534       318
     -1416       437
      1846       535
     -2159       320
      2699       -60
      1164      -399
      1107      3185
     -3038      1882
     -1024     -1574
      -580       321
     -1378       960
      1842      1375
      2521      1045
      1248      3240
       640     -1176
       873     -1795
      -421     -1778
       316      -226
      -227       311
      1537      -510
       344       148
      -859     -1782
       976       423
     -2500     -1838
       893      2600
     -1546       251
      2628      -217
      1462       -25
      1321       122
     -2444      -308
       184      -407
      1660      -258
      1691      -366
      -226      -269
      1446       892
      1217      -402
      -771      -180
      1261      -456
      1065      -881
       898      1918
     -1957     -1463
       365     -1332
      -393      -687
     -1076      -582
       772      -412
      1088      -280
       228      2631
       266     -1240
      -300      2708
       -61     -1959
       516     -1170
       361      -705
      1773      -155
      -846     -1516
      -425       812
     -1012     -1088
      -298     -2161
     -1287         6
     -1956     -1028
      1271       -48
     -1018       490
     -2188      -700
       681      1818
       891      1618
      -503     -1375
      -484       431
       586      2906
     -1306     -1446
      1625        31
       123      -472
      -224       351
     -2998      -814
      3308       -47
      -735       402
       358     -2127
      1926       471
      -619      1415
      -744     -1416
      -740      1665
      1408       373
     -1410      2724
      1908      1509
      1003       191
       187      -699
     -3073     -1077
      1638      -164
      2126      -397
      -153      1539
       954      1001
      1097     -1796
       792       550
       171      -173
        82       276
      2376      -672
      -169     -1861
      2431      -918
     -1630     -2284
      1531      -142
      1108       951
      3422      -510
      1413        75
      -671     -1940
     -1496      -953
       637     -1302
      -775      -541
      1937     -1059
      1405       582
      2207     -1967
      -344      -128
      -108       276
      -696      -241
      -149      -706
     -2866       -10
       175      -621
      -693      -724
       249     -2190
     -1477      -159
       932     -2494
      2960      -591
      -947       193
      2379       441
      2539       678
        -2      2196
       845      -556
       482       161
      -472      -952
       309     -1444
      -872      2876
      -929      -128
       166      -745
      3104      -349
      -799     -2290
      -242      -559
       319       860
      1368      -899
      -591     -2718
      -888       314
       152      1289
      -951      1254
       650       305
      -991      1930
      1724       468
       616      2475
      -861      -776
       128       113
     -1216      2564
         4      -145
     -1530     -3407
       305      1339
      1084       294
      1771     -2430
      -609      2199
     -1053      -250
      3419      2516
       324      1155
      -436      1719
      2007      -569
      -880     -1448
     -4038       134
      -497       132
      1668       290
      -311       791
     -1870      -884
       717     -1477
       649      1443
       -13      1632
      -364      -824
     -2068        70
      -473     -1738
     -1053     -1114
      1159      -777
      -937     -1517
      -684     -1055
      -508       324
      -143       986
     -1731       923
     -1198      1670
      1531       -26
     -1856      2697
     -1835      2148
      -982       189
      1332     -2378
      -792      -499
      -820      2351
       817      1322
      -494     -2871
      2928      -517
      1485     -1290
       985     -1928
       128      -288
      -618      -583
      -172      -393
      2324      -347
      -289      -597
       148     -1384
      2137     -1305
        93       703
      2221      -296
       336       641
      -126      2022
      -914       389
      1018        71
       418       826
     -1006      2031
      -726      -759
      -660      -780
       775     -1461
       158      -293
      -477      -796
      -547      -888
      -414     -1540
      -495      1048
       415      -426
       716       546
       989       430
       456       723
      -302       124
     -3342       538
      -882      1988
     -1281       331
     -1066     -1642
      2040      -212
       -98       458
      -637     -1291
       431      -216
      -519      1419
       229      -735
      -187      -708
     -1382     -2558
       721     -1447
      2880       -94
      1748        61
     -1134      3017
       739      -107
      1435       892
       872       637
     -1426     -2811
     -1080      -732
       386       -40
       139      1633
      -178      1020
     -1122       620
       349       373
       816      -273
     -1146     -1689
     -2647     -1138
     -2384     -1713
     -2739       420
     -2158       450
       -12     -1144
     -1610       972
       321     -1630
       869     -4555
      1152       356
       794     -2348
      -267      -735
       558       187
      1290       121
       627     -2992
      -151      1306
     -2371      -450
      1559      -169
       357       399
       978      -506
     -1106      -582
        18     -1053
       195      -675
      1501      -728
      -379      -155
     -2128      -436
      -951       329
      1105      -101
      -126       421
      -642      -800
       979     -1459
     -1689     -2492
      1382        -1
       -33      -798
       439      1227
      3000      -763
     -1134       182
      -362     -1328
     -1642      -737
      -715       752
      -619      1085
      1404       492
      -120     -1580
     -1091       463
      1756      1996
     -1320       869
      -795       642
      1017        82
       497      -244
      -282       255
      1885      1736
      -447      -772
      -205     -1426
      1363     -1895
       810     -1060
       746       888
     -2301       399
       992       896
       894      -380
     -1859      -427
     -1566     -1175
      -952      -212
      -306      1820
      -363      -327
      1081     -1414
     -3325       937
       -76     -1436
     -1817      -960
      1410      -994
      2290       821
      -565       283
      1200     -1329
      -211      1154
      -836     -2492
     -1931      1646
      1041     -1445
     -3779      1746
       585      2116
     -2773      1885
       166       367
     -1956      1385
       210      -463
       -17      2029
      1760       362
      2573      1130
     -2251      -149
      -655     -1901
        76      -939
       898      1737
        72      -704
      1065      -890
      -958      2365
      -307      2067
        -9     -2053
      -705     -1115
       357      1269
       635      -201
      -571      -201
      -877     -1125
       171     -1474
     -3330      -861
       646        55
      -569     -1321
      2368     -2795
     -1594        76
      1380       484
      -700     -1013
      1402     -2313
      -427      -516
      -503       441
      -726       407
      1639      2495
      -220      1000
     -1633       181
      1985      1913
      2439      1361
      -113      -226
      -523      -879
       223       636
     -1477     -1262
        68       425
      -148       -68
      1117      1437
      -949     -1276
     -3041      1198
      4203      -293
       519       372
     -3264     -2279
     -2718      -589
     -1544      1442
       321       694
       531     -2739
       765       -87
      1009     -1228
      -421       762
       400       -58
      -132      2214
      -924     -2988
     -1496      -378
       253        32
       162      1061
      1034       819
       320       670
     -1642      -166
      2057       624
      1049      -509
     -2213     -1630
      3081      1665
        18       834
     -1994      1705
       396      -563
      1760      1586
      -530      1297
       396       364
       -13     -2330
       -89      1139
      1796      -927
       786      -822
     -2468       390
     -2169      1556
      1884     -2368
       752       774
      2505       190
       788       530
      1343      1572
      -268      -254
     -1587      -530
     -1934     -1489
      -721     -1414
       304      1188
     -1356      -574
       297      -197
      -546      -131
      -472      -355
       764      -830
      1159     -1867
      -569      -441
       740      2424
      1053     -1396
     -1171       611
       760     -1025
      1692       548
     -2243       955
      -757      2553
       -34     -1570
       824     -1700
     -3199       513
        10      -503
       -98       886
     -2441       446
      -636      -149
      -745       874
      1477       544
       262        53
      -435      -979
     -2850      -154
      1476      -858
     -2421     -2756
      2844       367
      1597     -1169
     -1193      -548
       648      1212
      1405       633
       977      -321
       -23     -1167
      1211       744
       -17      -334
      1306      -787
     -2907       939
       604      2752
      -742     -1177
     -1900      -951
      1927       361
       735     -1038
       -36       761
     -1975       817
     -2946       586
       656     -1244
     -1717      -558
      -786      -726
      1109      -221
     -2601     -3507
      -430       -47
       621      -939
     -1297     -1089
      -134      1683
       154      1014
       558      1441
     -1452       244
       266      -642
      1071      2186
       331      3430
     -1508     -2142
      1184       108
      1346       -47
      2680      -667
       749     -1169
      2042      -771
       419     -1571
     -1557      -226
     -1446     -2729
      -958       552
     -1015      1122
       438      2199
      1120     -1558
      1599       -81
     -1715       472
      -573      3766
       733      -349
     -1564      -472
     -1758      1593
      -158      1556
      -764       130
     -2647     -1813
     -4103      1160
      -479      1398
      -394       699
      2080     -2173
       536       776
      -689       839
      1274        32
      -397     -1796
      -572      -237
      -236      1481
      1854      -403
      2184       316
     -2464      -999
       158       320
      -912     -1140
      -290      2032
      1018     -2109
     -1393     -3107
        -1     -1396
      1390      1192
      3403      1355
      -915      -727
      2362       467
       449     -2948
      -490     -1299
      -498      -658
     -2574     -1738
     -1932       704
        85     -1865
      -637      1233
      -632       773
      1695     -1735
       822       932
      1438      1796
     -1783     -1254
     -1648       797
     -1516       473
     -1453       719
      -737       146
      2253      -248
      1202     -1228
     -1951     -1921
       959     -1710
      2904       600
      -998      -491
      -825        61
       368      1072
       721      1533
      -877     -2520
     -1942      1483
      1067     -1486
        18     -1360
      1131       -88
       307      -798
      -975     -2285
       766     -2063
       803     -1269
     -1374       783
      -979      2318
     -2120     -1896
      1374      -551
      -116      -735
       961       777
       142       890
      2118      -126
      1174     -1617
     -1372       654
      1430       695
     -1239       657
       138      1364
      1996      -522
       163      2093
     -1479       929
      -919      -766
      1424      2053
      -664      4568
     -1922     -1300
       437      2386
      -893     -1137
      -237      1380
     -1420      -509
       806     -1842
      -383     -1053
       934      1016
      1473      3820
      -327      1532
     -2075      2120
       791      -268
       944      1331
      -560      2690
       959       391
       776      1832
      2382      -536
       132       -48
      -295        87
      2366      -251
     -1337     -1182
      2539       815
     -1886     -3016
      -142      -911
     -1554       152
     -2819     -1906
      1920      -259
      1880     -1969
     -2088      1298
     -1517      -586
       546       -98
